"kappa","OmegaGW"
0.005011872336272725,"Missing[""Fail""]"
0.005128613839913648,"Missing[""Fail""]"
0.005248074602497728,"Missing[""Fail""]"
0.005370317963702527,"Missing[""Fail""]"
0.005495408738576248,"Missing[""Fail""]"
0.005623413251903491,"Missing[""Fail""]"
0.005754399373371573,"Missing[""Fail""]"
0.00588843655355589,"Missing[""Fail""]"
0.0060255958607435805,"Missing[""Fail""]"
0.006165950018614822,"Missing[""Fail""]"
0.006309573444801936,"Missing[""Fail""]"
0.006456542290346556,"Missing[""Fail""]"
0.006606934480075957,"Missing[""Fail""]"
0.006760829753919818,"Missing[""Fail""]"
0.006918309709189363,"Missing[""Fail""]"
0.00707945784384138,"Missing[""Fail""]"
0.007244359600749898,"Missing[""Fail""]"
0.007413102413009177,0.2045501426593473
0.007585775750291836,"Missing[""Fail""]"
0.00776247116628692,"Missing[""Fail""]"
0.007943282347242814,"Missing[""Fail""]"
0.008128305161640995,"Missing[""Fail""]"
0.008317637711026709,0.2044505358476984
0.008511380382023767,"Missing[""Fail""]"
0.008709635899560805,"Missing[""Fail""]"
0.008912509381337459,"Missing[""Fail""]"
0.009120108393559097,"Missing[""Fail""]"
0.009332543007969915,"Missing[""Fail""]"
0.009549925860214359,"Missing[""Fail""]"
0.009772372209558112,"Missing[""Fail""]"
0.01,"Missing[""Fail""]"
0.010232929922807547,"Missing[""Fail""]"
0.010471285480508996,"Missing[""Fail""]"
0.01071519305237607,"Missing[""Fail""]"
0.01096478196143185,"Missing[""Fail""]"
0.01122018454301964,"Missing[""Fail""]"
0.01148153621496883,"Missing[""Fail""]"
0.011748975549395304,"Missing[""Fail""]"
0.012022644346174132,"Missing[""Fail""]"
0.012302687708123811,"Missing[""Fail""]"
0.012589254117941675,"Missing[""Fail""]"
0.012882495516931335,"Missing[""Fail""]"
0.013182567385564075,"Missing[""Fail""]"
0.013489628825916533,"Missing[""Fail""]"
0.013803842646028852,"Missing[""Fail""]"
0.01412537544622754,"Missing[""Fail""]"
0.01445439770745928,"Missing[""Fail""]"
0.014791083881682071,"Missing[""Fail""]"
0.015135612484362087,"Missing[""Fail""]"
0.01548816618912481,"Missing[""Fail""]"
0.01584893192461114,"Missing[""Fail""]"
0.0162181009735893,"Missing[""Fail""]"
0.016595869074375613,"Missing[""Fail""]"
0.016982436524617443,"Missing[""Fail""]"
0.017378008287493762,"Missing[""Fail""]"
0.01778279410038923,"Missing[""Fail""]"
0.018197008586099843,"Missing[""Fail""]"
0.018620871366628676,"Missing[""Fail""]"
0.019054607179632484,"Missing[""Fail""]"
0.019498445997580455,"Missing[""Fail""]"
0.01995262314968881,"Missing[""Fail""]"
0.020417379446695295,"Missing[""Fail""]"
0.02089296130854041,"Missing[""Fail""]"
0.021379620895022326,"Missing[""Fail""]"
0.02187761623949552,"Missing[""Fail""]"
0.0223872113856834,"Missing[""Fail""]"
0.022908676527677724,"Missing[""Fail""]"
